GLOBI:bioinfo:taxon:160471@Fusarium oxysporum f.sp. narcissi|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:1275684@Fusarium oxysporum f . lilii|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum Schltdtl.|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:18300362@Fusarium oxysporum f. apii|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:1261638@Fusarium oxysporum f. sp. Elaeidis|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum (Schl.) emend. Synd. & Hans.|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:null@TRICHONEMA|OTT:5349350	WORMS:603083|GBIF:7238117|GBIF:7617769	1	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum f. sp. medicaginis (Weimer) W. C. Snyder & H. N. Hansen|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum Schlecht.|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum f. sp. batatas (Woolenw.) W. C. Snyder & H. N. Hansen|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:91848@Herpetomonas muscarum|OTT:222232	GBIF:7560242|WORMS:601698|WORMS:562572|NCBI:5714	1	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum Schlechtend.|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:18299500@Fusarium oxysporum var. orthoceras|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum f. sp. passiflorae W. L. Gordon apud G. S. Purss|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:1261639@Fusarium oxysporum cubense|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:NBN:NHMSYS0021048543@no name|OTT:566285	GBIF:2319170|WORMS:129580|WORMS:325656	1	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum f. sp. phaseoli J. B. Kendr. & W. C. Snyder|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:bioinfo:taxon:161763@Fusarium oxysporum f.sp. lini|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:29233198@Fusarium oxysporum f. lycopersici|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:11956400@Fusarium oxysporum f. sp. koae|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:187980@fusarium oxysporum|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum Schlechtend|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:no:match@Fusarium oxysporum Schdl.|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:bioinfo:taxon:164592@Fusarium oxysporum f.sp. radicis-lycopersici|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:1261637@Fusarium oxysporum f. lini|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:1274654@Fusarium oxysporum f. vasinfectum|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:187980@no name|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum (Schlecht) emend. Snyd & Hans. f. sp. asparagi (Cohen & Heald)|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:NBN:BMSSYS0000006936@no name|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum Schlecht. f. sp. pisi (J.C. Hall) W.C. Snyder & H.N. Hans. race 2|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:187980@Fusarium oxysporum|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:1255501@Fusarium oxysporum f. narcissi|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:null@Cypridina|OTT:787131	WORMS:771808|NCBI:261517|GBIF:1030740|WORMS:127520	1	2
GLOBI:INAT_TAXON:181928@Avicennia marina australasica|OTT:61444	WORMS:742480|WORMS:709272	1	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum Schltdl.|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:null@Herpetomonas muscarum|OTT:222232	GBIF:7560242|WORMS:601698|WORMS:562572|NCBI:5714	1	2
GLOBI:EOL:91848@Herpetomonas|OTT:222232	GBIF:7560242|WORMS:601698|WORMS:562572|NCBI:5714	1	2
GLOBI:null@Cypridina sp.|OTT:787131	WORMS:771808|NCBI:261517|GBIF:1030740|WORMS:127520	1	2
GLOBI:EOL:1254721@Fusarium oxysporum var. nicotianae|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:1276420@Fusarium oxysporum f. batatas|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:1255484@Fusarium oxysporum f . pisi|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:1261636@Fusarium oxysporum f. melonis|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:61076@no name|OTT:765763	WORMS:108489|WORMS:843335	1	2
GLOBI:EOL:1255486@Fusarium oxysporum f. gladioli|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum Schlecht. f. sp. pisi (van Hall) W.C. Snyder & H.N. Hans.|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum f. sp. cepae (H. N. Hansen) W. C. Snyder & H. N. Hansen|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:39987276@Fusarium oxysporum f. niveum|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum Schl. f. sp. Coffea (Garcia) Wellman|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:18300195@Fusarium oxysporum f. callistephi|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:26418@Herpetomonas|OTT:222232	GBIF:7560242|WORMS:601698|WORMS:562572|NCBI:5714	1	2
GLOBI:EOL:1281901@Fusarium oxysporum f. conglutinans|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:bioinfo:taxon:160466@Fusarium oxysporum f.sp. gladioli|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:null@FASCIOLA|OTT:765763	WORMS:108489|WORMS:843335	1	2
GLOBI:EOL:1255487@Fusarium oxysporum f. dianthi|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:EOL:1255494@Fusarium oxysporum f. sp. perniciosum|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
GLOBI:NCBITaxon:909455@Fusarium oxysporum (Schlecht.) emend. Snyd & Hans. f. sp. asparagi (Cohen & Heald)|OTT:404217	IF:218372|NCBI:330941|NCBI:59765|NCBI:61369|NCBI:62683|NCBI:120042|NCBI:120297|NCBI:61364|NCBI:96317|NCBI:61374|NCBI:96318|NCBI:42551|NCBI:100902|NCBI:61370|NCBI:120040	13	2
